"Search Parameters"	"Volcano Number"	"Volcano Name"	"Country"	"Location"	"Latitude"	"Longitude"	"Elevation (m)"	"Type"	"Status"	"Last Known Eruption"
	357010	"Tupungatito"	"Chile"	"Chile-C"	-33.425	-69.797	5660	"Stratovolcano"	"Historical"	"D1"
	357120	"Villarrica"	"Chile"	"Chile-C"	-39.42	-71.93	2847	"Stratovolcano"	"Historical"	"D1"
	356011	"Rapa Nui"	"Chile"	"Chile-Is"	-27.114	-109.356	501	"Shield volcanoes"	"Holocene"	"U"
		"Robinson Crusoe"	"Chile"	"Chile-Is"	-33.658	-78.85	922	"Shield volcano"	"Historical"	"D3"
		"San Felix"	"Chile"	"Chile-Is"	-26.27	-80.12	183	"Shield volcano"	"Holocene"	"U"
		"Unnamed"	"Chile"	"Chile-Is"	-33.622	-78.78	0	"Submarine volcano"	"Historical"	"D3"
		"Unnamed"	"Chile"	"Chile-Is"	-33.62	-76.83	-642	"Submarine volcano"	"Uncertain"	"Unknown"
	355122	"Bayo Gorbea, Cerro"	"Argentina"	"Chile-N"	-25.414	-68.588	5413	"Complex volcano"	"Holocene"	"U"
	355121	"Cordon del Azufre"	"Argentina"	"Chile-N"	-25.336	-68.521	5481	"Complex volcano"	"Holocene"	"U"
	355112	"Corrida de Cori Volcanic Field"	"Argentina"	"Chile-N"	-25.083	-68.367	5451	"Stratovolcano"	"Holocene"	"U"
	355110	"Llullaillaco"	"Argentina"	"Chile-N"	-24.72	-68.53	6739	"Stratovolcano"	"Historical"	"D3"
	355130	"Ojos del Salado, Nevados"	"Argentina"	"Chile-N"	-27.109	-68.541	6879	"Stratovolcano"	"Holocene"	"U"
	355109	"Socompa"	"Argentina"	"Chile-N"	-24.396	-68.246	6031	"Stratovolcano"	"Radiocarbon"	"D7"
	355061	"Azufre, Cerro del"	"Bolivia"	"Chile-N"	-21.787	-68.237	5846	"Stratovolcano"	"Holocene"	"U"
	355093	"Guayaques"	"Bolivia"	"Chile-N"	-22.895	-67.566	5598	"Lava dome"	"Holocene"	"U"
	355040	"Irruputuncu"	"Bolivia"	"Chile-N"	-20.73	-68.55	5163	"Stratovolcano"	"Historical"	"D1"
	355050	"Olca-Paruma"	"Bolivia"	"Chile-N"	-20.939	-68.413	5705	"Stratovolcano"	"Historical"	"D3"
	355091	"Sairecabur"	"Bolivia"	"Chile-N"	-22.719	-67.891	5961	"Stratovolcano"	"Holocene"	"U"
	355096	"Acamarachi"	"Chile"	"Chile-N"	-23.292	-67.618	6023	"Stratovolcano"	"Holocene"	"Unknown"
	355104	"Caichinque"	"Chile"	"Chile-N"	-23.949	-67.74	4458	"Maar"	"Holocene"	"U"
	355098	"Chiliques"	"Chile"	"Chile-N"	-23.58	-67.7	5778	"Stratovolcano"	"Holocene?"	"?"
	355095	"Colachi"	"Chile"	"Chile-N"	-23.236	-67.645	5631	"Stratovolcano"	"Holocene"	"U"
		"Copiapo"	"Chile"	"Chile-N"	-27.3	-69.13	6052	"Stratovolcano"	"Uncertain"	"Unknown"
	355101	"Cordon de Puntas Negras"	"Chile"	"Chile-N"	-23.743	-67.534	5852	"Stratovolcano"	"Holocene"	"U"
	355020	"Guallatiri"	"Chile"	"Chile-N"	-18.42	-69.092	6071	"Stratovolcano"	"Historical"	"D2"
	355030	"Isluga"	"Chile"	"Chile-N"	-19.15	-68.83	5550	"Stratovolcano"	"Historical"	"D2"
	355100	"Lascar"	"Chile"	"Chile-N"	-23.37	-67.73	5592	"Stratovolcano"	"Historical"	"D1"
	355120	"Lastarria"	"Chile"	"Chile-N"	-25.168	-68.507	5706	"Stratovolcano"	"Holocene"	"U"
	355092	"Licancabur"	"Chile"	"Chile-N"	-22.83	-67.88	5916	"Stratovolcano"	"Holocene"	"U"
	355102	"Miniques"	"Chile"	"Chile-N"	-23.82	-67.77	5910	"Stratovolcano"	"Holocene"	"U"
	355106	"Negrillar, El"	"Chile"	"Chile-N"	-24.18	-68.25	3500	"Pyroclastic cone"	"Holocene"	"Unknown"
	355108	"Negrillar, La"	"Chile"	"Chile-N"	-24.319	-68.59	4220	"Pyroclastic cone"	"Holocene"	"Unknown"
	355097	"Overo, Cerro"	"Chile"	"Chile-N"	-23.52	-67.67	4555	"Maar"	"Holocene"	"U"
	355094	"Purico Complex"	"Chile"	"Chile-N"	-23	-67.75	5703	"Pyroclastic shield"	"Holocene"	"U"
	355090	"Putana"	"Chile"	"Chile-N"	-22.557	-67.853	5884	"Stratovolcano"	"Historical"	"D1"
	355070	"San Pedro-San Pablo"	"Chile"	"Chile-N"	-21.888	-68.391	6142	"Stratovolcano"	"Historical"	"D2"
	355011	"Taapaca"	"Chile"	"Chile-N"	-18.1	-69.5	5860	"Lava dome"	"Holocene"	"U"
	355010	"Tacora"	"Chile"	"Chile-N"	-17.721	-69.773	5960	"Stratovolcano"	"Fumarolic"	"U"
	355032	"Tata Sabaya"	"Chile"	"Chile-N"	-19.13	-68.53	5430	"Unknown"	"Holocene"	"Unknown"
	355105	"Tilocalar"	"Chile"	"Chile-N"	-23.97	-68.13	3109	"Stratovolcano"	"Holocene"	"U"
	355103	"Tujle, Cerro"	"Chile"	"Chile-N"	-23.83	-67.95	3550	"Stratovolcano"	"Holocene"	"U"
	358062	"Aguilera"	"Chile"	"Chile-S"	-50.33	-73.75	2546	"Stratovolcano"	"Radiocarbon"	"D7"
	358059	"Arenales"	"Chile"	"Chile-S"	-47.2	-73.483	3437	"Stratovolcano"	"Historical"	"D2"
	358070	"Burney, Monte"	"Chile"	"Chile-S"	-52.33	-73.4	1758	"Stratovolcano"	"Historical"	"D2"
	358020	"Calbuco"	"Chile"	"Chile-S"	-41.33	-72.618	1974	"Stratovolcano"	"Historical"	"D2"
	358055	"Cay"	"Chile"	"Chile-S"	-45.059	-72.984	2090	"Stratovolcano"	"Holocene"	"Unknown"
		"Cayute-La Vigueria"	"Chile"	"Chile-S"	-41.25	-72.27	506	"Pyroclastic cone"	"Holocene"	"U"
	358012	"Cayutue-La Vigueria"	"Chile"	"Chile-S"	-41.3	-72.27	506	"Pyroclastic cones"	"Tephrochronology"	"D7"
	358041	"Chaiten"	"Chile"	"Chile-S"	-42.835	-72.651	1122	"Caldera"	"Holocene"	"D1"
	358050	"Corcovado"	"Chile"	"Chile-S"	-43.189	-72.794	1826	"Stratovolcanoes"	"Radiocarbon"	"D7"
	358090	"Fueguino"	"Chile"	"Chile-S"	-54.97	-70.262	157	"Lava dome"	"Holocene"	"U"
	358023	"Hornopiren"	"Chile"	"Chile-S"	-41.874	-72.431	1572	"Stratovolcano"	"Holocene"	"Unknown"
	358057	"Hudson, Cerro"	"Chile"	"Chile-S"	-45.9	-72.97	1905	"Stratovolcano"	"Historical"	"D1"
	358030	"Huequi"	"Chile"	"Chile-S"	-42.377	-72.578	1318	"Stratovolcano"	"Historical"	"D2"
	358060	"Lautaro"	"Chile"	"Chile-S"	-49.019	-73.504	3542	"Stratovolcano"	"Historical"	"D2"
	358056	"Maca"	"Chile"	"Chile-S"	-45.1	-73.17	2960	"Stratovolcano"	"Holocene"	"U"
	358052	"Melimoyu"	"Chile"	"Chile-S"	-44.08	-72.88	2400	"Cinder cone"	"Holocene"	"U"
	358054	"Mentolat"	"Chile"	"Chile-S"	-44.7	-73.08	1660	"Cinder cone"	"Holocene"	"U"
	358064	"Meullin"	"Chile"	"Chile-S"	-45.22	-73.05	1080	"Volcanic field"		"Unknown"
	358040	"Michinmahuida"	"Chile"	"Chile-S"	-42.799	-72.445	2452	"Stratovolcano"	"Historical"	"D3"
	358010	"Osorno"	"Chile"	"Chile-S"	-41.105	-72.496	2659	"Stratovolcano"	"Historical"	"D3"
	358051	"Palena Volcanic Group"	"Chile"	"Chile-S"	-43.42	-72.83	2991	"Stratovolcano"	"Historical"	"D3"
	358080	"Pali-Aike Volcanic Field"	"Chile"	"Chile-S"	-52.082	-69.698	282	"Cinder cone"	"Anthropology"	"D7"
	358053	"Puyuhuapi"	"Chile"	"Chile-S"	-44.3	-72.53	524	"Stratovolcano"	"Holocene"	"U"
	358063	"Reclus"	"Chile"	"Chile-S"	-50.964	-73.58	1403	"Stratovolcano"	"Radiocarbon"	"D7"
		"Río Murta"	"Chile"	"Chile-S"	-46.167	-72.667		"Pyroclastic cones"	"Holocene?"	"?"
	358011	"Tronador"	"Chile"	"Chile-S"	-41.157	-71.885	3478	"Stratovolcano"	"Holocene?"	"?"
	358049	"Yanteles"	"Chile"	"Chile-S"	-43.469	-72.782	1790	"Stratovolcano"	"Historical"	"D3"
	358022	"Yate"	"Chile"	"Chile-S"	-41.755	-72.396	2187	"Stratovolcano"	"Holocene"	"U"
	358025	"Crater Basalt Volcanic Field"	"Argentina"	"Chile-S/Argentina"	-42.018	-70.194	1344	"Cinder cones"	"Holocene"	"U"
	305011	"Arxan-Chaihe"	"China"	"China-E"	47.45	120.8	1677	"Cinder cones"	"Radiocarbon"	"D"
	305010	"Honggeertu"	"China"	"China-E"	41.59	113.111	1605	"Cinder cone"	"Holocene"	"Unknown"
	305040	"Jingpohu"	"China"	"China-E"	44.08	128.83	1000	"Volcanic field"	"Radiocarbon"	"D7"
	305020	"Keluo Group"	"China"	"China-E"	49.37	125.92	670	"Pyroclastic cone"	"Holocene"	"U"
	305050	"Longgang Group"	"China"	"China-E"	42.33	126.5	1000	"Cinder cone"	"Radiocarbon"	"D4"
	305030	"Wudalianchi"	"China"	"China-E"	48.722	126.15	597	"Volcanic field"	"Historical"	"D4"
	305060	"Changbaishan"	"North Korea"	"China-E"	41.98	128.08	2744	"Stratovolcano"	"Historical"	"D4"
	275110	"Tengchong"	"China"	"China-S"	25.23	98.5	2865	"Pyroclastic cone"	"Historical"	"D5"
	304030	"Ashikule Volcanic Field"	"China"	"China-W"	35.742	81.646	5090	"Pyroclastic cone"	"Historical"	"D2"
		"Tianshan Volc Group"	"China"	"China-W"	42.5	82.5	0	"Volcanic field"	"Historical"	"D6"
		"Turfan"	"China"	"China-W"	42.9	89.25	0	"Cone"	"Historical"	"D6"
		"Unnamed"	"China"	"China-W"	35.85	91.7	5400	"Volcanic field"	"Holocene"	"U"
	351090	"Azufral"	"Colombia"	"Colombia"	1.08	-77.68	4070	"Stratovolcano"	"Radiocarbon"	"D7"
	351012	"Bravo, Cerro"	"Colombia"	"Colombia"	5.091	-75.293	3985	"Stratovolcano"	"Radiocarbon"	"D4"
	351100	"Cumbal"	"Colombia"	"Colombia"	0.95	-77.87	4764	"Stratovolcano"	"Historical"	"D2"
	351070	"Dona Juana"	"Colombia"	"Colombia"	1.5	-76.936	4137	"Stratovolcano"	"Historical"	"D2"
	351080	"Galeras"	"Colombia"	"Colombia"	1.22	-77.37	4276	"Complex volcano"	"Historical"	"D1"
	351050	"Huila, Nevado del"	"Colombia"	"Colombia"	2.93	-76.03	5364	"Stratovolcano"	"Historical"	"D5"
	351040	"Machin"	"Colombia"	"Colombia"	4.487	-75.389	2749	"Stratovolcano"	"Radiocarbon"	"D6"
	351062	"Petacas"	"Colombia"	"Colombia"	1.57	-76.78	3280	"Lava dome"	"Holocene"	"Unknown"
	351060	"Purace"	"Colombia"	"Colombia"	2.32	-76.4	4650	"Stratovolcano"	"Historical"	"D1"
	351011	"Romeral"	"Colombia"	"Colombia"	5.203	-75.363	3769	"Stratovolcano"	"Radiocarbon"	"D4"
	351020	"Ruiz, Nevado del"	"Colombia"	"Colombia"	4.892	-75.324	5279	"Stratovolcano"	"Historical"	"D1"
	351021	"Santa Isabel"	"Colombia"	"Colombia"	4.818	-75.365	4944	"Shield volcano"	"Radiocarbon"	"D7"
	351061	"Sotara"	"Colombia"	"Colombia"	2.108	-76.592	4400	"Stratovolcano"	"Holocene"	"U"
	351030	"Tolima, Nevado del"	"Colombia"	"Colombia"	4.658	-75.33	5215	"Stratovolcano"	"Historical"	"D2"
	351110	"Chiles-Cerro Negro"	"Ecuador"	"Colombia"	0.817	-77.938	4698	"Stratovolcano"	"Holocene"	"D2"
	345033	"Arenal"	"Costa Rica"	"Costa Rica"	10.463	-84.703	1670	"Stratovolcano"	"Historical"	"D1"
	345050	"Barva"	"Costa Rica"	"Costa Rica"	10.135	-84.1	2906	"Complex volcano"	"Tephrochronology"	"D7"
	345060	"Irazu"	"Costa Rica"	"Costa Rica"	9.979	-83.852	3436	"Stratovolcano"	"Historical"	"D1"
	345030	"Miravalles"	"Costa Rica"	"Costa Rica"	10.748	-85.153	2028	"Stratovolcano"	"Historical"	"D2"
	345010	"Orosi"	"Costa Rica"	"Costa Rica"	10.98	-85.473	1659	"Stratovolcano"	"Uncertain"	"Unknown"
	345034	"Platanar"	"Costa Rica"	"Costa Rica"	10.3	-84.366	2267	"Stratovolcano"	"Holocene"	"U"
	345040	"Poas"	"Costa Rica"	"Costa Rica"	10.2	-84.233	2697	"Stratovolcano"	"Historical"	"D1"
	345020	"Rincon de la Vieja"	"Costa Rica"	"Costa Rica"	10.83	-85.324	1916	"Complex volcano"	"Historical"	"D1"
	345031	"Tenorio"	"Costa Rica"	"Costa Rica"	10.673	-85.015	1916	"Stratovolcano"	"Holocene"	"U"
	345070	"Turrialba"	"Costa Rica"	"Costa Rica"	10.025	-83.767	3340	"Stratovolcano"	"Historical"	"D3"
	253060	"Dawson Strait Group"	"Papua New Guinea"	"D'Entrecasteaux Is"	-9.62	150.88	500	"Volcanic field"	"Hydration Rind"	"D6"
	253041	"Goodenough"	"Papua New Guinea"	"D'Entrecasteaux Is"	-9.358	150.246	220	"Volcanic field"	"Holocene"	"U"
	253050	"Iamalele"	"Papua New Guinea"	"D'Entrecasteaux Is"	-9.506	150.524	194	"Lava dome"	"Holocene"	"U"
	352031	"Aliso"	"Ecuador"	"Ecuador"	-0.53	-78	4267	"Stratovolcano"		"D7"
	352030	"Antisana"	"Ecuador"	"Ecuador"	-0.481	-78.141	5753	"Stratovolcano"	"Historical"	"D3"
	352021	"Atacazo"	"Ecuador"	"Ecuador"	-0.353	-78.617	4463	"Stratovolcano"	"Radiocarbon"	"D7"
	352006	"Cayambe"	"Ecuador"	"Ecuador"	0.029	-77.986	5790	"Compound volcano"	"Historical"	"D4"
	352022	"Chacana"	"Ecuador"	"Ecuador"	-0.375	-78.25	4643	"Caldera"	"Historical"	"D4"
	352002	"Chachimbiro"	"Ecuador"	"Ecuador"	0.468	-78.287	4106	"Caldera"	"Radiocarbon"	"D7"
	352071	"Chimborazo"	"Ecuador"	"Ecuador"	-1.469	-78.817	6261	"Stratovolcano"	"Radiocarbon"	"D6"
	352050	"Cotopaxi"	"Ecuador"	"Ecuador"	-0.677	-78.436	5911	"Stratovolcano"	"Historical"	"D2"
	352003	"Cuicocha"	"Ecuador"	"Ecuador"	0.308	-78.364	3246	"Stratovolcano"	"Holocene"	"Unknown"
	352020	"Guagua Pichincha"	"Ecuador"	"Ecuador"	-0.171	-78.598	4784	"Stratovolcano"	"Historical"	"D1"
	352041	"Iliniza"	"Ecuador"	"Ecuador"	-0.662	-78.716	5162	"Stratovolcano"	"Holocene"	"U"
	352004	"Imbabura"	"Ecuador"	"Ecuador"	0.258	-78.183	4609	"Compound volcano"	"Historical"	"D4"
	352081	"Licto"	"Ecuador"	"Ecuador"	-1.786	-78.614	3322	"Scoria cone"	"Holocene"	"U"
	352005	"Mojanda"	"Ecuador"	"Ecuador"	0.13	-78.27	4263	"Stratovolcanoes"	"Holocene?"	"?"
	352011	"Pululahua"	"Ecuador"	"Ecuador"	0.046	-78.49	3360	"Caldera"	"Radiocarbon"	"D7"
	352060	"Quilotoa"	"Ecuador"	"Ecuador"	-0.859	-78.904	3914	"Caldera"	"Radiocarbon"	"D6"
	352010	"Reventador"	"Ecuador"	"Ecuador"	-0.077	-77.656	3562	"Stratovolcano"	"Historical"	"D1"
	352090	"Sangay"	"Ecuador"	"Ecuador"	-2.005	-78.341	5286	"Stratovolcano"	"Historical"	"D1"
	352001	"Soche"	"Ecuador"	"Ecuador"	0.552	-77.58	3955	"Stratovolcano"	"Radiocarbon"	"D7"
	352040	"Sumaco"	"Ecuador"	"Ecuador"	-0.538	-77.626	3990	"Stratovolcano"	"Historical"	"D3"
	352080	"Tungurahua"	"Ecuador"	"Ecuador"	-1.467	-78.442	5023	"Stratovolcano"	"Historical"	"D1"
	343010	"Apaneca Range"	"El Salvador"	"El Salvador"	13.872	-89.742	2028	"Stratovolcano"	"Holocene"	"U"
	343071	"Apastepeque Field"	"El Salvador"	"El Salvador"	13.72	-88.77	700	"Volcanic field"	"Holocene"	"U"
	343101	"Aramuaca, Laguna"	"El Salvador"	"El Salvador"	13.428	-88.105	181	"Maar"	"Holocene"	"U"
	343090	"Chinameca"	"El Salvador"	"El Salvador"	13.478	-88.33	1300	"Stratovolcano"	"Holocene"	"U"
	343051	"Cinotepeque, Cerro"	"El Salvador"	"El Salvador"	14.02	-89.25	665	"Volcanic field"	"Holocene"	"U"
	343041	"Coatepeque Caldera"	"El Salvador"	"El Salvador"	13.87	-89.55	746	"Caldera"	"Holocene"	"U"
		"Conchagua"	"El Salvador"	"El Salvador"	13.277	-87.853	1250	"Stratovolcano"	"Uncertain"	"Unknown"
		"Conchaguita"	"El Salvador"	"El Salvador"	13.22	-87.765	550	"Stratovolcano"	"Historical"	"D3"
	343052	"Guazapa"	"El Salvador"	"El Salvador"	13.9	-89.12	1438	"Stratovolcano"	"Holocene"	"U"
	343060	"Ilopango"	"El Salvador"	"El Salvador"	13.672	-89.053	450	"Caldera"	"Historical"	"D3"
	343030	"Izalco"	"El Salvador"	"El Salvador"	13.813	-89.633	1950	"Stratovolcano"	"Historical"	"D1"
	343001	"San Diego"	"El Salvador"	"El Salvador"	14.27	-89.48	781	"Volcanic field"	"Holocene"	"U"
		"San Marcelino"	"El Salvador"	"El Salvador"	13.853	-89.63	2381	"Stratovolcano"	"Historical"	"D2"
	343100	"San Miguel"	"El Salvador"	"El Salvador"	13.434	-88.269	2130	"Stratovolcano"	"Historical"	"D1"
	343050	"San Salvador"	"El Salvador"	"El Salvador"	13.734	-89.294	1893	"Stratovolcano"	"Historical"	"D2"
	343070	"San Vicente"	"El Salvador"	"El Salvador"	13.595	-88.837	2182	"Stratovolcano"	"Holocene"	"U"
	343020	"Santa Ana"	"El Salvador"	"El Salvador"	13.853	-89.63	2381	"Stratovolcano"	"Historical"	"D2"
	343002	"Singuil, Cerro"	"El Salvador"	"El Salvador"	14.054	-89.631	926	"Cinder cone"	"Holocene"	"U"
	343072	"Taburete"	"El Salvador"	"El Salvador"	13.435	-88.532	1172	"Stratovolcano"	"Holocene"	"U"
	343080	"Tecapa"	"El Salvador"	"El Salvador"	13.494	-88.502	1593	"Stratovolcano"	"Holocene"	"U"
	343082	"Tigre, El"	"El Salvador"	"El Salvador"	13.47	-88.43	1640	"Stratovolcano"	"Holocene"	"U"
	343081	"Usulutan"	"El Salvador"	"El Salvador"	13.419	-88.471	1449	"Stratovolcano"	"Holocene"	"U"
	221127	"Manda Gargori"	"Ethiopia"	"Ethiopia"	11.75	41.48	700	"Fissure vents"	"Anthropology"	"U"
	245020	"Koro"	"Fiji"	"Fiji Is-SW Pacific"	-17.32	179.4	522	"Cinder cone"	"Holocene"	"Unknown"
	245030	"Nabukelevu"	"Fiji"	"Fiji Is-SW Pacific"	-19.118	177.982	791	"Lava domes"	"Radiocarbon"	"D5"
	245010	"Taveuni"	"Fiji"	"Fiji Is-SW Pacific"	-16.841	-179.964	1241	"Shield volcano"	"Radiocarbon"	"D7"
	210020	"Chaine des Puys"	"France"	"France"	45.786	2.981	1464	"Cinder cone"	"Radiocarbon"	"D7"
	353040	"Alcedo"	"Ecuador"	"Galapagos"	-0.43	-91.12	1130	"Shield volcano"	"Historical"	"D1"
	353060	"Azul, Cerro"	"Ecuador"	"Galapagos"	-0.92	-91.408	1640	"Shield volcano"	"Historical"	"D1"
	353030	"Darwin"	"Ecuador"	"Galapagos"	-0.18	-91.28	1330	"Shield volcano"	"Holocene"	"D3"
	353011	"Ecuador"	"Ecuador"	"Galapagos"	-0.02	-91.546	790	"Shield volcano"	"Holocene"	"U"
	353010	"Fernandina"	"Ecuador"	"Galapagos"	-0.37	-91.55	1476	"Shield volcano"	"Historical"	"D1"
	353081	"Genovesa"	"Ecuador"	"Galapagos"	0.32	-89.958	64	"Shield volcano"	"Holocene"	"U"
	353080	"Marchena"	"Ecuador"	"Galapagos"	0.33	-90.47	343	"Shield volcano"	"Historical"	"D1"
	353050	"Negra, Sierra"	"Ecuador"	"Galapagos"	-0.83	-91.17	1124	"Shield volcano"	"Historical"	"D1"
	353070	"Pinta"	"Ecuador"	"Galapagos"	0.58	-90.75	780	"Shield volcano"	"Historical"	"D2"
	353120	"San Cristobal"	"Ecuador"	"Galapagos"	-0.88	-89.5	759	"Shield volcano"	"Holocene"	"U"
	353091	"Santa Cruz"	"Ecuador"	"Galapagos"	-0.62	-90.33	864	"Shield volcano"	"Holocene"	"U"
	353090	"Santiago"	"Ecuador"	"Galapagos"	-0.22	-90.77	920	"Shield volcano"	"Historical"	"D2"
	353020	"Wolf"	"Ecuador"	"Galapagos"	0.02	-91.35	1710	"Shield volcano"	"Historical"	"D1"
		"Kabargin Oth Group"	"Georgia"	"Georgia"	42.55	44	3650	"Cinder cone"	"Holocene"	"U"
	214020	"Kazbek"	"Georgia"	"Georgia"	42.7	44.5	5050	"Stratovolcano"	"Tephrochronology"	"D7"
	214050	"Samsari Volcanic Center"	"Georgia"	"Georgia"	41.542	43.7	3290	"Lava cone"	"Holocene"	"U"
		"Unnamed"	"Georgia"	"Georgia"	42.45	44.25	3750	"Cinder cone"	"Holocene"	"U"
	210010	"West Eifel Volcanic Field"	"Germany"	"Germany"	50.17	6.85	600	"Maar"	"Radiocarbon"	"D7"
	212020	"Methana"	"Greece"	"Greece"	37.619	23.333	380	"Lava dome"	"Historical"	"D7"
	212030	"Milos"	"Greece"	"Greece"	36.699	24.439	751	"Stratovolcano"	"Holocene"	"U"
	212050	"Nisyros"	"Greece"	"Greece"	36.589	27.155	698	"Stratovolcano"	"Historical"	"D3"
	212040	"Santorini"	"Greece"	"Greece"	36.404	25.396	367	"Shield volcano"	"Historical"	"D2"
	212051	"Yali"	"Greece"	"Greece"	36.671	27.14	180	"Lava dome"	"Holocene"	"U"
	342080	"Acatenango"	"Guatemala"	"Guatemala"	14.501	-90.876	3976	"Stratovolcano"	"Historical"	"D1"
	342100	"Agua"	"Guatemala"	"Guatemala"	14.465	-90.743	3760	"Stratovolcano"	"Holocene"	"U"
	342040	"Almolonga"	"Guatemala"	"Guatemala"	14.797	-91.519	3173	"Stratovolcano"	"Historical"	"D3"
	342060	"Atitlan"	"Guatemala"	"Guatemala"	14.583	-91.186	3535	"Stratovolcano"	"Historical"	"D3"
	342170	"Chingo"	"Guatemala"	"Guatemala"	14.12	-89.73	1775	"Stratovolcano"	"Holocene"	"U"
	342200	"Chiquimula Volcanic Field"	"Guatemala"	"Guatemala"	14.83	-89.55	1192	"Cinder cone"	"Holocene"	"U"
	342111	"Cuilapa-Barbarena"	"Guatemala"	"Guatemala"	14.33	-90.4	1454	"Volcanic field"	"Holocene"	"U"
	342140	"Flores"	"Guatemala"	"Guatemala"	14.308	-89.992	1600	"Volcanic field"	"Holocene"	"U"
	342090	"Fuego"	"Guatemala"	"Guatemala"	14.473	-90.88	3763	"Stratovolcano"	"Historical"	"D1"
	342190	"Ipala"	"Guatemala"	"Guatemala"	14.55	-89.63	1650	"Stratovolcano"	"Holocene"	"U"
	342180	"Ixtepeque"	"Guatemala"	"Guatemala"	14.42	-89.68	1292	"Lava dome"	"Holocene"	"U"
	342121	"Jumaytepeque"	"Guatemala"	"Guatemala"	14.34	-90.271	1802	"Volcanic field"	"Holocene"	"U"
	342130	"Moyuta"	"Guatemala"	"Guatemala"	14.03	-90.1	1662	"Stratovolcano"	"Hot Springs"	"U"
	342110	"Pacaya"	"Guatemala"	"Guatemala"	14.382	-90.601	2569	"Complex volcano"	"Historical"	"D1"
	342210	"Quezaltepeque"	"Guatemala"	"Guatemala"	14.57	-89.45	1200	"Volcanic field"	"Holocene"	"U"
	342030	"Santa Maria"	"Guatemala"	"Guatemala"	14.757	-91.552	3745	"Stratovolcano"	"Historical"	"D1"
	342150	"Santiago, Cerro"	"Guatemala"	"Guatemala"	14.33	-89.87	1192	"Volcanic field"	"Holocene"	"U"
	342160	"Suchitan"	"Guatemala"	"Guatemala"	14.4	-89.78	2042	"Stratovolcano"	"Holocene"	"U"
	342141	"Tahual"	"Guatemala"	"Guatemala"	14.43	-89.9	1716	"Stratovolcano"	"Holocene"	"U"
	342020	"Tajumulco"	"Guatemala"	"Guatemala"	15.043	-91.903	4203	"Stratovolcano"	"Holocene"	"U"
	342120	"Tecuamburro"	"Guatemala"	"Guatemala"	14.156	-90.407	1845	"Stratovolcano"	"Radiocarbon"	"D7"
	342070	"Toliman"	"Guatemala"	"Guatemala"	14.612	-91.189	3158	"Stratovolcano"	"Holocene"	"U"
	268072	"Amasing"	"Indonesia"	"Halmahera-Indonesia"	-0.525	127.496	1006	"Stratovolcano"	"Holocene"	"U"
	268073	"Bibinoi"	"Indonesia"	"Halmahera-Indonesia"	-0.761	127.725	932	"Stratovolcano"	"Holocene"	"U"
	268010	"Dukono"	"Indonesia"	"Halmahera-Indonesia"	1.699	127.878	1273	"Complex volcano"	"Historical"	"D1"
	268060	"Gamalama"	"Indonesia"	"Halmahera-Indonesia"	0.81	127.332	1714	"Stratovolcano"	"Historical"	"D1"
	268040	"Gamkonora"	"Indonesia"	"Halmahera-Indonesia"	1.38	127.53	1635	"Stratovolcano"	"Historical"	"D1"
	268052	"Hiri"	"Indonesia"	"Halmahera-Indonesia"	0.9	127.32	630	"Stratovolcano"	"Holocene"	"U"
	268030	"Ibu"	"Indonesia"	"Halmahera-Indonesia"	1.488	127.63	1325	"Stratovolcano"	"Historical"	"D1"
	268051	"Jailolo"	"Indonesia"	"Halmahera-Indonesia"	1.08	127.439	993	"Stratovolcano"	"Holocene"	"U"
	268070	"Kie Besi"	"Indonesia"	"Halmahera-Indonesia"	0.32	127.4	1357	"Stratovolcano"	"Historical"	"D1"
	268061	"Kie Matubu"	"Indonesia"	"Halmahera-Indonesia"	0.662	127.403	1713	"Stratovolcano"	"Holocene"	"U"
	268062	"Mare"	"Indonesia"	"Halmahera-Indonesia"	0.57	127.4	308	"Unknown"	"Holocene"	"U"
	268063	"Moti"	"Indonesia"	"Halmahera-Indonesia"	0.454	127.411	927	"Stratovolcano"	"Holocene"	"U"
	268001	"Tarakan"	"Indonesia"	"Halmahera-Indonesia"	1.832	127.825	317	"Pyroclastic cone"	"Holocene"	"U"
	268071	"Tigalalu"	"Indonesia"	"Halmahera-Indonesia"	0.07	127.42	422	"Unknown"	"Holocene"	"U"
	268020	"Tobaru"	"Indonesia"	"Halmahera-Indonesia"	1.63	127.67	1035	"Unknown"	"Holocene"	"U"
	268050	"Todoko-Ranu"	"Indonesia"	"Halmahera-Indonesia"	1.239	127.456	979	"Caldera"	"Holocene"	"U"
	332060	"Haleakala"	"United States"	"Hawaiian Is"	20.708	-156.25	3055	"Shield volcano"	"Historical"	"D4"
	332040	"Hualalai"	"United States"	"Hawaiian Is"	19.692	-155.87	2523	"Shield volcano"	"Historical"	"D3"
	332000	"Kama'ehuakanaloa"	"United States"	"Hawaiian Is"	18.92	-155.27	-975	"Submarine volcano"	"Historical"	"D1"
	332010	"Kilauea"	"United States"	"Hawaiian Is"	19.421	-155.287	1222	"Shield volcano"	"Historical"	"D1"
	332030	"Mauna Kea"	"United States"	"Hawaiian Is"	19.82	-155.47	4205	"Shield volcano"	"Radiocarbon"	"D7"
	332020	"Mauna Loa"	"United States"	"Hawaiian Is"	19.475	-155.608	4170	"Shield volcano"	"Historical"	"D1"
